step,key,operations,nanos
5018,397884,10,500
5019,683352,9,500
5020,60272,12,500
5021,140749,14,500
5022,706444,12,600
5023,427659,13,1000
5024,63234,15,600
5025,741168,4,800
5026,5339,16,800
5027,745464,6,2100
5028,463457,13,700
5029,335435,14,600
5030,890707,11,700
5031,368195,9,600
5032,941262,5,800
5033,87219,14,900
5034,527941,9,7400
5035,914766,9,700
5036,889842,5,600
5037,407093,9,400
5038,955433,10,700
5039,514704,8,700
5040,932902,5,500
5041,874424,10,600
5042,639555,11,700
5043,960591,8,1300
5044,492335,11,700
5045,996431,3,500
5046,523936,12,1100
5047,625786,4,400
5048,652935,13,700
5049,264286,13,700
5050,784319,13,600
5051,92581,14,1000
5052,240022,6,600
5053,829157,11,900
5054,444685,17,54300
5055,250657,14,1600
5056,334592,11,700
5057,176750,8,700
5058,864265,8,600
5059,173687,11,1200
5060,942103,3,600
5061,752079,16,1000
5062,815175,14,700
5063,644097,10,900
5064,319665,14,600
5065,543197,11,8100
5066,394448,8,700
5067,373030,13,400
5068,510357,8,500
5069,784109,15,1500
5070,447590,13,1200
5071,30640,13,1400
5072,173135,11,700
5073,625160,7,600
5074,791077,10,800
5075,688076,6,500
5076,857955,6,700
5077,218986,10,500
5078,108484,13,1000
5079,193565,11,700
5080,102046,14,400
5081,18295,14,1100
5082,650619,12,1400
5083,206908,11,700
5084,624456,8,700
5085,836219,10,1100
5086,830207,12,500
5087,601873,12,600
5088,806325,7,500
5089,742748,7,1300
5090,186025,10,15800
5091,185607,13,500
5092,545658,9,500
5093,474271,8,700
5094,853749,7,700
5095,984239,5,700
5096,230909,12,1500
5097,22995,16,600
5098,360293,12,900
5099,709235,10,900
5100,387942,11,900
5101,135582,16,700
5102,164485,19,1600
5103,905332,7,800
5104,576242,9,700
5105,103138,15,600
5106,761162,17,700
5107,416067,15,600
5108,573030,13,400
5109,559371,9,700
5110,450964,14,1100
5111,142201,13,1200
5112,156576,17,1400
5113,260919,15,600
5114,423891,10,500
5115,579508,12,1500
5116,225224,7,600
5117,245443,17,900
5118,325381,12,700
5119,353838,9,800
5120,742438,7,400
5121,63406,15,500
5122,468445,11,6000
5123,674619,9,1100
5124,378958,9,600
5125,331693,14,3100
5126,145599,16,2200
5127,227743,10,700
5128,277494,11,700
5129,470731,10,800
5130,187304,11,700
5131,394249,10,1100
5132,712104,9,1100
5133,684985,11,700
5134,818923,13,12400
5135,38640,17,1100
5136,608338,9,1000
5137,424569,12,900
5138,518870,10,1400
5139,131657,13,1000
5140,466363,12,1000
5141,357155,8,700
5142,970739,7,900
5143,235746,12,700
5144,17232,18,2700
5145,206675,10,900
5146,851434,10,1100
5147,578910,14,1400
5148,341853,14,600
5149,665456,12,1000
5150,795652,9,1200
5151,31309,12,800
5152,986775,8,2000
5153,877017,11,800
5154,47754,12,700
5155,819559,12,600
5156,510037,8,800
5157,917037,8,800
5158,394444,9,400
5159,798438,11,600
5160,223647,9,600
5161,711031,10,500
5162,778749,11,700
5163,361021,10,700
5164,428895,11,700
5165,531957,8,1100
5166,934524,3,600
5167,596600,11,700
5168,603253,7,500
5169,893828,10,900
5170,433070,10,1000
5171,180657,13,900
5172,261094,15,600
5173,916841,9,300
5174,769606,12,600
5175,838188,11,700
5176,662644,15,500
5177,875262,12,1000
5178,597094,12,700
5179,662288,13,500
5180,976712,8,800
5181,326839,9,800
5182,155167,14,1700
5183,388419,9,700
5184,553612,10,800
5185,932816,9,1000
5186,125781,12,600
5187,271776,13,900
5188,935253,9,1500
5189,996053,4,700
5190,594110,12,700
5191,887064,11,1000
5192,675006,7,600
5193,138701,16,700
5194,839177,12,500
5195,809826,19,1400
5196,926992,10,600
5197,401796,9,700
5198,274715,17,600
5199,892064,11,400
5200,862173,9,600
5201,482868,10,700
5202,388084,10,600
5203,173392,13,600
5204,545004,10,1300
5205,499151,10,800
5206,812848,14,900
5207,455083,15,1500
5208,223118,9,900
5209,710572,11,600
5210,759786,14,1100
5211,86174,15,1100
5212,972943,9,500
5213,661579,16,1000
5214,407035,10,600
5215,770082,12,400
5216,31560,12,1300
5217,713862,6,600
5218,344096,12,600
5219,22330,16,1500
5220,153745,11,600
5221,995735,5,400
5222,682297,5,500
5223,627720,14,1400
5224,810837,18,1400
5225,509760,12,800
5226,556270,8,500
5227,583501,11,600
5228,546558,14,700
5229,781211,18,1600
5230,27820,13,500
5231,953212,13,1200
5232,117390,10,600
5233,785534,11,400
5234,546125,7,600
5235,957881,10,25100
5236,868239,10,1800
5237,228682,12,900
5238,621974,6,1100
5239,401971,9,500
5240,572195,8,1200
5241,499025,11,700
5242,278042,15,800
5243,410906,7,300
5244,100789,11,800
5245,786849,10,400
5246,630715,11,6900
5247,228415,11,500
5248,313680,10,900
5249,734641,8,800
5250,170192,17,1900
5251,691144,5,7100
5252,674830,11,900
5253,90471,14,1200
5254,60578,12,700
5255,755660,12,600
5256,139560,13,800
5257,582596,12,500
5258,876113,11,500
5259,527441,11,700
5260,776621,12,600
5261,796589,12,1200
5262,934100,5,600
5263,783391,13,600
5264,709518,14,1600
5265,221271,11,600
5266,498334,12,600
5267,49408,17,600
5268,161238,14,1300
5269,339597,15,700
5270,893915,7,400
5271,530711,8,500
5272,681590,9,700
5273,165537,18,1000
5274,838489,11,600
5275,573339,14,700
5276,481342,13,7300
5277,340589,11,500
5278,364036,11,900
5279,423406,13,1500
5280,689960,9,1000
5281,377221,11,700
5282,281546,9,500
5283,176158,10,1300
5284,683791,9,600
5285,948091,12,700
5286,9885,15,1200
5287,775671,15,1100
5288,823165,16,1400
5289,409549,9,800
5290,284119,21,1900
5291,1346,18,700
5292,726177,7,800
5293,413103,13,600
5294,939959,7,500
5295,243423,15,800
5296,318111,15,1500
5297,230065,10,1100
5298,546249,8,700
5299,29370,10,500
5300,116546,11,600
5301,181070,15,800
5302,664612,19,2300
5303,951789,15,6400
5304,317837,17,1300
5305,352464,11,620600
5306,703053,8,1300
5307,367730,9,2000
5308,925999,10,800
5309,319522,12,700
5310,350585,11,800
5311,762243,14,700
5312,782356,14,2100
5313,171316,7,600
5314,147248,16,800
5315,240784,6,700
5316,804120,9,1000
5317,459397,15,1700
5318,743309,7,900
5319,964636,11,800
5320,926806,12,600
5321,667920,16,2300
5322,310178,10,800
5323,343029,13,700
5324,832863,14,1800
5325,409045,15,1400
5326,506680,12,800
5327,527118,8,600
5328,667399,12,400
5329,749506,20,1200
5330,888244,13,55200
5331,47674,11,104100
5332,54361,14,27500
5333,913598,11,23900
5334,366357,9,4400
5335,592519,11,5600
5336,796650,5,3100
5337,261715,12,5000
5338,40089,15,4800
5339,298677,15,68300
5340,515211,5,4000
5341,301685,15,4800
5342,877951,14,5900
5343,421010,15,5500
5344,809496,9,6300
5345,580211,7,3900
5346,771048,11,4800
5347,748787,15,4700
5348,789229,17,7500
5349,225721,7,4500
5350,681431,13,5500
5351,433745,10,4800
5352,400824,9,4200
5353,452095,6,3900
5354,925015,9,3900
5355,451261,7,3300
5356,296298,14,4800
5357,121938,12,9400
5358,315516,10,4900
5359,906433,7,4600
5360,236359,11,12700
5361,683069,10,4700
5362,420033,14,5600
5363,163605,9,4300
5364,719262,11,4500
5365,834260,7,3800
5366,494928,11,5400
5367,38651,16,4900
5368,78994,8,3900
5369,959708,8,4000
5370,657889,9,4200
5371,325880,11,4700
5372,805526,10,3900
5373,991514,7,3700
5374,768762,10,3800
5375,408815,10,7200
5376,210295,7,3700
5377,910455,7,4600
5378,17492,13,4400
5379,99099,13,5000
5380,376019,8,3800
5381,415501,17,4600
5382,685086,11,2725500
5383,122984,11,6600
5384,242663,20,8000
5385,523344,10,5000
5386,209819,10,4300
5387,902447,8,4400
5388,363462,9,4700
5389,518939,9,3600
5390,110950,10,4300
5391,455372,9,5700
5392,747686,4,3300
5393,650518,10,12900
5394,956502,9,4800
5395,241182,15,4000
5396,331733,10,3900
5397,654466,11,3900
5398,137788,18,4700
5399,630107,11,3800
5400,146889,12,4500
5401,847393,10,4900
5402,176713,9,4100
5403,726221,10,5000
5404,596052,10,4300
5405,862021,8,3800
5406,642445,8,3700
5407,743213,5,3300
5408,80886,21,6000
5409,47539,12,4200
5410,583130,8,3400
5411,209946,9,4300
5412,166028,12,10500
5413,542386,9,4900
5414,510663,9,4600
5415,240822,13,5100
5416,652839,14,5000
5417,406262,12,12800
5418,851664,8,4000
5419,604574,6,3500
5420,175224,9,3600
5421,973604,8,3800
5422,587483,5,3200
5423,592580,10,3800
5424,955431,12,3900
5425,664130,13,4400
5426,34901,16,4200
5427,911914,5,3500
5428,414274,10,4200
5429,275837,13,4300
5430,530299,8,9300
5431,650812,17,6000
5432,15250,17,5000
5433,978645,6,3500
5434,184949,11,4000
5435,167819,10,3500
5436,839562,11,4600
5437,505065,9,3800
5438,182620,13,10700
5439,988194,11,4900
5440,3161,16,4500
5441,282650,15,4500
5442,165276,13,3800
5443,539399,11,4600
5444,119391,14,4200
5445,965215,10,4600
5446,353653,9,4000
5447,636175,9,3900
5448,272699,13,8000
5449,73701,14,4700
5450,559387,7,4200
5451,534046,9,3600
5452,46659,14,4200
5453,465057,8,3900
5454,316478,13,4300
5455,86331,14,4500
5456,531661,5,3100
5457,701491,9,4100
5458,204772,11,4000
5459,379468,10,4600
5460,708778,12,4200
5461,871416,8,4100
5462,636529,7,3300
5463,27378,16,4700
5464,441715,8,3300
5465,354412,11,3700
5466,899209,9,3600
5467,803267,8,9100
5468,276539,12,4100
5469,529658,9,4000
5470,256972,11,3900
5471,485216,12,3900
5472,588516,7,3500
5473,743395,7,4300
5474,243136,15,4300
5475,916851,9,3700
5476,461901,16,5600
5477,891270,11,3800
5478,385805,15,4400
5479,230024,12,5000
5480,769065,11,4700
5481,380241,14,3700
5482,625377,4,3300
5483,977092,5,3500
5484,406635,11,4600
5485,934469,4,8800
5486,651124,15,4200
5487,976326,6,3300
5488,186397,18,5400
5489,106015,17,5100
5490,317477,12,4200
5491,357144,9,4500
5492,286736,13,4700
5493,759336,13,5000
5494,627267,14,4000
5495,605521,5,3400
5496,723438,10,3600
5497,770907,10,4200
5498,645033,10,4100
5499,320139,10,3600
5500,952235,10,3600
5501,331886,10,3800
5502,42753,12,3600
5503,979517,4,7400
5504,642138,12,4100
5505,137599,16,4600
5506,925673,9,4000
5507,345524,12,67004000
5508,819356,9,329600
5509,585052,9,17800
5510,93106,13,1200
5511,313907,13,3000
5512,729587,8,1200
5513,698607,9,1200
5514,54981,13,1100
5515,919459,6,1000
5516,974964,6,800
5517,933124,7,900
5518,285920,14,700
5519,794360,14,18800
5520,115483,12,1000
5521,400377,11,1600
5522,884222,15,2400
5523,879971,7,600
5524,430584,7,1200
5525,418305,11,1100
5526,448021,9,1100
5527,131565,13,800
5528,159176,14,800
5529,258004,14,1600
5530,874233,10,500
5531,363511,12,1900
5532,652895,9,900
5533,765687,16,1500
5534,455710,6,700
5535,808651,5,600
5536,748160,3,700
5537,133795,8,700
5538,542650,8,800
5539,386974,12,800
5540,895823,6,600
5541,465877,10,1700
5542,574665,10,7200
5543,293604,9,900
5544,839581,10,800
5545,206513,11,800
5546,260074,8,600
5547,842576,9,500
5548,245987,13,700
5549,238484,7,900
5550,277927,13,1400
5551,701799,9,700
5552,550923,9,700
5553,58485,11,800
5554,368274,7,600
5555,667840,13,700
5556,995303,6,700
5557,197430,13,800
5558,218826,14,8600
5559,648154,12,700
5560,696452,12,600
5561,71693,15,1500
5562,166365,12,800
5563,432090,9,800
5564,774041,12,700
5565,234313,12,700
5566,133703,9,700
5567,166175,14,900
5568,155226,11,700
5569,251012,9,500
5570,786073,12,1100
5571,327300,10,1000
5572,503082,7,700
5573,188964,12,800
5574,929845,7,700
5575,495921,14,1300
5576,238765,10,700
5577,925517,10,600
5578,803894,7,600
5579,733406,12,700
5580,144315,15,700
5581,983847,7,900
5582,140780,16,1200
5583,703910,7,500
5584,57392,11,900
5585,977799,9,600
5586,545668,12,1200
5587,977731,7,400
5588,319136,11,700
5589,396796,17,2000
5590,822151,10,800
5591,144108,17,400
5592,244008,17,600
5593,276729,12,600
5594,54265,15,800
5595,179080,15,600
5596,846304,10,1000
5597,715354,10,1400
5598,207393,9,600
5599,764045,10,700
5600,631980,10,700
5601,639956,12,1000
5602,627497,13,600
5603,794554,9,600
5604,10098,19,2200
5605,321022,13,1300
5606,966043,8,600
5607,838893,10,500
5608,773925,13,1300
5609,377590,10,900
5610,324491,17,1300
5611,500770,7,700
5612,987008,4,700
5613,272369,13,600
5614,982228,6,500
5615,421256,8,600
5616,545679,11,1300
5617,459235,9,600
5618,898234,11,700
5619,974273,10,1100
5620,836583,4,700
5621,911559,8,900
5622,740847,6,500
5623,134839,9,600
5624,38518,14,800
5625,850635,10,700
5626,964529,6,500
5627,55830,14,800
5628,140469,13,700
5629,657372,9,700
5630,141968,13,500
5631,151913,13,600
5632,394042,10,73637100
5633,53385,13,21400
5634,138573,19,3800
5635,576084,11,1100
5636,980137,4,1300
5637,646486,11,1300
5638,184030,12,900
5639,466987,11,1100
5640,496907,10,700
5641,477344,15,800
5642,345935,9,9300
5643,56302,10,800
5644,683319,11,1500
5645,49960,14,700
5646,230786,11,900
5647,134179,9,1100
5648,32300,10,800
5649,116349,12,700
5650,911575,6,800
5651,942222,8,900
5652,887681,10,700
5653,730442,10,700
5654,600551,6,900
5655,947854,12,700
5656,872819,12,800
5657,443322,12,1000
5658,949353,14,500
5659,138199,18,800
5660,609950,7,700
5661,810115,8,700
5662,784183,10,800
5663,467847,10,1800
5664,197127,12,800
5665,93398,12,700
5666,734635,10,600
5667,501543,10,1100
5668,129814,9,800
5669,584609,7,700
5670,698403,10,800
5671,445953,9,500
5672,411361,14,1300
5673,172799,10,600
5674,915301,6,600
5675,867289,8,600
5676,659106,7,600
5677,684542,9,600
5678,758747,11,1100
5679,384329,14,6100
5680,50635,12,700
5681,997770,6,600
5682,85247,13,600
5683,729852,8,700
5684,262256,13,1300
5685,481402,11,700
5686,994834,8,1200
5687,971527,10,1000
5688,698531,9,900
5689,625335,5,800
5690,533317,13,1000
5691,34079,16,600
5692,618142,12,1700
5693,959045,10,600
5694,578555,10,1000
5695,231483,10,600
5696,534360,11,500
5697,196975,13,700
5698,288806,15,1500
5699,42183,14,700
5700,253754,10,1000
5701,73683,15,1600
5702,533710,11,500
5703,259137,9,500
5704,530219,9,600
5705,609223,10,400
5706,545648,10,600
5707,174132,12,600
5708,84232,15,500
5709,385959,14,700
5710,274179,15,5200
5711,267535,8,500
5712,939055,5,700
5713,737021,8,700
5714,684374,10,900
5715,485218,14,1100
5716,744250,8,600
5717,962507,5,400
5718,465749,12,1500
5719,158004,15,600
5720,122890,12,700
5721,177271,10,600
5722,318826,14,800
5723,39043,17,1200
5724,617657,8,500
5725,658836,8,700
5726,21567,11,900
5727,666713,10,600
5728,836209,7,1200
5729,480201,15,600
5730,603746,9,1200
5731,877703,12,700
5732,209563,10,500
5733,860448,8,800
5734,143106,18,700
5735,396161,7,700
5736,665583,11,800
5737,754093,12,900
5738,501142,11,600
5739,581589,5,700
5740,726506,7,600
5741,430360,7,900
5742,76573,10,800
5743,865481,8,700
5744,518942,11,6500
5745,530058,9,1000
5746,785216,14,1300
5747,427089,7,500
5748,685347,9,500
5749,170928,9,600
5750,316179,15,600
5751,907626,5,600
5752,410795,9,600
5753,129455,10,1200
5754,222842,15,172072500
5755,954902,9,1600
5756,196211,14,1100
5757,125924,10,1000
5758,121512,16,500
5759,615860,8,1700
5760,774614,11,1100
5761,575446,9,1000
5762,884739,9,700
5763,179387,16,600
5764,933820,7,700
5765,478651,12,800
5766,498916,11,600
5767,808467,6,700
5768,562031,9,800
5769,930659,9,600
5770,904506,8,800
5771,380048,10,900
5772,239438,10,800
5773,159813,15,800
5774,950669,12,1500
5775,270604,10,1000
5776,911322,6,600
5777,9381,14,800
5778,127584,15,9500
5779,203103,14,2900
5780,833389,7,1100
5781,153630,15,700
5782,544881,7,700
5783,723837,8,1000
5784,766603,11,1100
5785,581137,6,800
5786,570394,7,3600
5787,58285,12,1200
5788,943569,6,900
5789,424362,8,1000
5790,194457,17,2000
5791,270818,16,1400
5792,798666,10,700
5793,137932,20,1600
5794,406893,9,1100
5795,540664,13,1600
5796,132833,11,800
5797,698201,11,2100
5798,242199,16,800
5799,940876,5,500
5800,311408,8,800
5801,198175,13,500
5802,153920,15,1300
5803,305976,12,1100
5804,978423,6,800
5805,720994,11,800
5806,5689,14,700
5807,913322,12,1300
5808,743400,11,1500
5809,429506,9,600
5810,614044,13,2200
5811,602719,13,1700
5812,255518,11,233100
5813,68745,13,1000
5814,129682,15,2600
5815,798657,13,1500
5816,637486,14,900
5817,400787,9,600
5818,172207,13,800
5819,313883,9,700
5820,234198,12,1200
5821,679898,10,700
5822,247607,17,1500
5823,175541,9,500
5824,61907,12,1100
5825,632670,11,800
5826,281796,8,600
5827,329617,5,600
5828,840910,7,900
5829,343341,11,900
5830,633151,13,500
5831,48256,16,600
5832,463862,7,700
5833,484116,11,700
5834,711307,10,700
5835,450657,9,900
5836,832489,10,1200
5837,160866,11,700
5838,750850,11,700
5839,769911,11,1500
5840,715723,11,600
5841,330773,12,800
5842,681367,9,500
5843,341030,8,600
5844,97849,13,800
5845,454180,9,1000
5846,949723,11,600
5847,303242,12,700
5848,780184,7,600
5849,222248,12,500
5850,291803,12,700
5851,188661,14,600
5852,380039,11,600
5853,5608,18,1000
5854,535270,11,700
5855,45507,16,1100
5856,97523,14,700
5857,307135,10,400
5858,934636,3,700
5859,434202,9,900
5860,816904,12,700
5861,287084,12,500
5862,266177,12,600
5863,153603,14,500
5864,969413,6,500
5865,236022,11,1400
5866,651009,11,1700
5867,575392,10,800
5868,970024,10,600
5869,777786,8,600
5870,436430,6,500
5871,552585,11,600
5872,304521,9,500
5873,63571,14,600
5874,867829,8,900
5875,811847,10,500
5876,890819,13,700
5877,772324,8,300
5878,990447,7,1300
5879,674412,11,600
5880,382028,13,700
5881,191173,8,2000
5882,145795,13,900
5883,194381,20,4400
5884,215334,14,800
5885,135623,19,1700
5886,349385,10,800
5887,309470,10,700
5888,950574,11,1300
5889,91494,15,900
5890,648073,13,900
5891,396712,14,600
5892,128402,14,1800
5893,76298,9,600
5894,782017,12,900
5895,323945,12,600
5896,946592,15,700
5897,374394,13,500
5898,612549,12,1700
5899,156744,13,800
5900,181817,12,600
5901,247838,18,1500
5902,761921,13,600
5903,714803,11,700
5904,341028,11,1000
5905,111022,10,900
5906,736410,13,1800
5907,329879,13,800
5908,592959,13,2200
5909,645629,7,800
5910,220339,10,1100
5911,57211,14,1600
5912,945360,4,800
5913,203548,22,2500
5914,842700,10,800
5915,580154,12,1300
5916,339001,13,500
5917,123244,11,600
5918,335492,12,500
5919,919131,9,800
5920,607178,12,1600
5921,4676,14,800
5922,751167,17,900
5923,326478,9,700
5924,221361,11,600
5925,85882,16,1300
5926,893602,7,600
5927,489542,12,700
5928,634444,9,900
5929,994130,8,800
5930,964731,9,700
5931,354605,13,1500
5932,687135,10,700
5933,555649,11,1600
5934,333374,10,500
5935,340681,11,400
5936,595169,6,500
5937,919260,8,1000
5938,928426,9,1100
5939,407593,8,600
5940,311153,12,800
5941,237474,7,600
5942,815819,7,800
5943,227083,11,600
5944,742566,6,500
5945,730978,10,1100
5946,724120,8,600
5947,204238,13,500
5948,567043,10,600
5949,779851,8,500
5950,174076,13,600
5951,430158,8,1100
5952,717193,8,500
5953,586126,7,700
5954,38578,18,1600
5955,685473,9,500
5956,661031,13,700
5957,303602,10,700
5958,630985,12,600
5959,195373,10,500
5960,720653,10,600
5961,556340,12,1000
5962,955591,11,1100
5963,95844,13,800
5964,406302,11,500
5965,700440,16,1400
5966,389738,10,600
5967,562206,10,600
5968,236228,11,400
5969,977104,5,600
5970,573065,14,1400
5971,906705,8,600
5972,275677,18,1900
5973,69192,15,500
5974,992474,4,500
5975,249839,12,500
5976,485459,14,500
5977,203468,13,300
5978,144461,14,500
5979,621277,5,600
5980,878985,11,1000
5981,243607,12,500
5982,721941,13,800
5983,449227,12,800
5984,711985,12,500
5985,317049,13,600
5986,671302,9,500
5987,597428,7,500
5988,227514,12,600
5989,291171,11,700
5990,710681,13,400
5991,797812,14,1500
5992,336679,11,600
5993,90322,12,600
5994,557325,9,700
5995,146177,14,400
5996,761723,15,400
5997,239254,11,4700
5998,860136,12,9900
5999,213383,16,1000
6000,461392,7,1100
6001,436030,8,800
6002,925468,10,2400
6003,322468,13,1300
6004,844552,8,800
6005,786146,9,800
6006,151748,15,800
6007,72189,12,1000
6008,48922,15,800
6009,978957,5,900
6010,332877,11,1100
6011,832443,8,900
6012,639758,12,1000
6013,739909,6,1000
6014,68018,17,600
6015,188902,13,1500
6016,313796,10,1200
6017,583671,9,800
6018,856735,4,600
6019,284572,13,600
6020,395181,7,700
6021,579780,9,1200
6022,25975,14,1100
6023,626285,16,700
6024,978077,8,1100
6025,173346,15,700
6026,682609,17,1800
6027,846678,9,500
6028,461753,10,46500
6029,990960,5,1100
6030,755549,14,2000
6031,979481,10,1500
6032,772363,8,700
6033,881435,11,1400
6034,844357,11,2400
6035,393525,13,1200
6036,893492,8,800
6037,392678,8,600
6038,699374,8,900
6039,817351,11,1000
6040,23361,13,800
6041,321305,12,900
6042,530238,14,2500
6043,603837,7,700
6044,799254,12,700
6045,438920,7,900
6046,467447,11,700
6047,421235,7,600
6048,727622,8,800
6049,80958,16,1000
6050,108385,12,700
6051,544236,8,900
6052,905093,6,600
6053,307271,11,1100
6054,98118,12,700
6055,171886,11,700
6056,542773,10,500
6057,84119,15,600
6058,194007,9,800
6059,805818,7,500
6060,329372,9,900
6061,675546,14,900
6062,276972,16,1800
6063,364966,10,900
6064,583351,11,900
6065,258649,12,600
6066,851049,11,700
6067,975385,8,800
6068,169767,15,1500
6069,50566,13,800
6070,695612,9,1000
6071,76643,10,700
6072,706954,12,600
6073,95844,17,1600
6074,757378,11,600
6075,709430,10,500
6076,269221,11,500
6077,570261,9,600
6078,222793,12,700
6079,120965,9,600
6080,355517,10,800
6081,791041,9,600
6082,121392,15,1100
6083,32952,8,600
6084,15621,15,600
6085,387872,11,800
6086,877419,7,700
6087,561097,13,600
6088,778161,8,700
6089,668645,15,1400
6090,382883,14,600
6091,641662,13,5900
6092,564649,8,600
6093,295944,12,500
6094,257978,15,400
6095,189251,12,500
6096,993497,8,500
6097,950254,13,600
6098,191532,14,1100
6099,10531,12,600
6100,64357,15,1000
6101,248246,14,600
6102,562769,9,400
6103,291683,13,1200
6104,443066,13,1200
6105,309858,13,600
6106,792959,8,500
6107,62395,12,900
6108,474048,9,500
6109,569376,8,500
6110,574348,15,1800
6111,474738,9,500
6112,226091,7,500
6113,402101,9,600
6114,874865,13,400
6115,877845,11,1100
6116,617137,7,900
6117,341829,15,1400
6118,407114,8,500
6119,219987,11,500
6120,944278,6,800
6121,314369,8,500
6122,979769,5,500
6123,843128,12,1300
6124,535650,12,800
6125,709869,15,1100
6126,872811,13,700
6127,803012,12,1100
6128,759860,11,500
6129,393676,13,800
6130,479922,11,700
6131,376616,10,600
6132,380721,9,500
6133,951787,11,1100
6134,788050,10,600
6135,328796,6,500
6136,462869,6,500
6137,436040,7,700
6138,429783,13,1400
6139,738271,7,500
6140,464425,8,600
6141,62813,16,600
6142,759587,8,600
6143,96268,13,500
6144,299285,14,1300
6145,818316,10,500
6146,186502,16,1200
6147,291734,11,400
6148,573965,10,500
6149,141224,13,700
6150,804422,5,300
6151,274464,10,700
6152,754983,17,1300
6153,316573,16,1400
6154,895870,9,600
6155,681404,10,600
6156,519501,19,2400
6157,591358,9,800
6158,227938,11,600
6159,414077,11,800
6160,500238,14,1900
6161,915497,10,700
6162,148768,14,600
6163,445754,11,700
6164,907407,6,500
6165,290137,11,700
6166,36514,16,900
6167,980514,11,1100
6168,40414,13,800
6169,678984,12,900
6170,809904,11,700
6171,82743,13,400
6172,172199,14,500
6173,852479,9,500
6174,343347,16,1200
6175,993065,4,500
6176,198911,11,700
6177,593915,6,600
6178,722964,11,800
6179,286608,13,4800
6180,28510,12,500
6181,199358,9,400
6182,137091,16,600
6183,140996,15,300
6184,149674,13,400
6185,124143,9,400
6186,848852,7,600
6187,76892,11,800
6188,619054,7,700
6189,745838,5,600
6190,121027,11,700
6191,35778,15,500
6192,612905,6,500
6193,171448,15,800
6194,226008,8,300
6195,325680,12,1000
6196,536323,10,500
6197,738484,7,400
6198,775718,12,500
6199,691977,8,600
6200,603866,7,400
6201,828440,5,400
6202,587245,7,700
6203,515030,9,600
6204,777147,9,500
6205,124347,8,300
6206,586335,7,400
6207,837211,5,600
6208,624237,8,600
6209,360183,10,1000
6210,233600,12,700
6211,619733,4,300
6212,318183,11,400
6213,958074,9,600
6214,649830,9,600
6215,304339,10,600
6216,761249,15,700
6217,141098,15,300
6218,719776,11,1000
6219,647150,13,900
6220,368071,9,600
6221,455154,11,800
6222,167027,11,600
6223,610279,9,500
6224,426186,10,600
6225,221358,14,900
6226,337023,12,1200
6227,426459,10,400
6228,315665,6,400
6229,90607,11,600
6230,473985,10,900
6231,730789,12,1300
6232,191886,10,400
6233,702763,6,600
6234,234418,11,400
6235,514000,10,500
6236,698603,8,400
6237,819652,8,500
6238,149772,15,700
6239,20407,13,700
6240,222050,12,800
6241,889139,7,800
6242,887084,11,15800
6243,223676,11,1000
6244,985324,6,800
6245,618641,5,600
6246,337170,10,700
6247,802081,9,2100
6248,763665,13,800
6249,891138,14,2400
6250,408774,11,1400
6251,644934,9,800
6252,675550,14,600
6253,437758,6,500
6254,771542,8,500
6255,336127,11,400
6256,64949,16,600
6257,660733,7,500
6258,386170,18,1800
6259,160017,13,700
6260,401342,14,1200
6261,707327,12,500
6262,597784,7,600
6263,581770,13,700
6264,415227,9,700
6265,211829,17,1800
6266,431778,10,600
6267,267194,10,800
6268,248058,13,600
6269,746895,7,900
6270,772957,13,600
6271,496721,12,600
6272,817635,12,1100
6273,52067,16,900
6274,766013,12,500
6275,803543,8,500
6276,654641,10,700
6277,856118,8,600
6278,415277,8,300
6279,510658,10,600
6280,899390,10,500
6281,156203,16,700
6282,291050,15,1300
6283,208055,12,1200
6284,458550,12,600
6285,289798,15,400
6286,726031,13,600
6287,7264,15,600
6288,997870,4,500
6289,99867,11,500
6290,208683,9,400
6291,30630,13,700
6292,393997,18,1700
6293,906775,7,900
6294,829902,9,1100
6295,366923,6,600
6296,730792,8,400
6297,813930,11,500
6298,476771,7,800
6299,986215,5,400
6300,357548,11,600
6301,660112,8,600
6302,286967,11,400
6303,311486,8,400
6304,328244,8,400
6305,251195,10,500
6306,431704,11,500
6307,630714,14,700
6308,265275,9,500
6309,775391,10,500
6310,42072,17,1400
6311,491017,18,1500
6312,304683,10,900
6313,27097,11,500
6314,720689,11,600
6315,335829,13,900
6316,32404,11,400
6317,992317,7,800
6318,362882,7,500
6319,138012,21,1500
6320,817976,14,1300
6321,437946,9,700
6322,189496,12,500
6323,276461,12,500
6324,254403,15,700
6325,114412,12,500
6326,504968,12,800
6327,745022,8,400
6328,155480,15,400
6329,271998,14,900
6330,964824,10,600
6331,499500,11,500
6332,452678,8,600
6333,725114,10,500
6334,215741,13,600
6335,983311,5,400
6336,264409,11,400
6337,942447,7,600
6338,843167,8,500
6339,242169,19,600
6340,170381,10,500
6341,817982,9,400
6342,67129,12,500
6343,201164,14,700
6344,292766,15,1000
6345,993537,8,500
6346,651133,9,600
6347,242741,16,300
6348,320250,13,900
6349,932055,7,600
6350,652436,8,400
6351,615881,6,700
6352,834776,8,600
6353,99152,10,600
6354,499587,11,300
6355,483834,12,600
6356,989986,9,400
6357,802034,9,300
6358,233065,7,700
6359,614390,5,400
6360,390606,12,500
6361,287462,13,400
6362,621349,5,400
6363,347932,7,500
6364,917771,9,700
6365,402946,11,800
