Номер операции,Время(нс),Количество операций
2536 , 600 , 8
2537 , 4000 , 8
2538 , 900 , 17
2539 , 700 , 13
2540 , 300 , 10
2541 , 400 , 11
2542 , 500 , 10
2543 , 500 , 14
2544 , 500 , 7
2545 , 1200 , 12
2546 , 1100 , 14
2547 , 500 , 8
2548 , 400 , 8
2549 , 300 , 5
2550 , 800 , 10
2551 , 500 , 14
2552 , 400 , 4
2553 , 400 , 9
2554 , 600 , 15
2555 , 300 , 5
2556 , 600 , 9
2557 , 500 , 5
2558 , 1000 , 14
2559 , 800 , 14
2560 , 1800 , 11
2561 , 700 , 12
2562 , 600 , 7
2563 , 500 , 8
2564 , 1000 , 10
2565 , 500 , 4
2566 , 900 , 13
2567 , 700 , 7
2568 , 500 , 8
2569 , 700 , 5
2570 , 500 , 5
2571 , 400 , 9
2572 , 400 , 9
2573 , 400 , 5
2574 , 400 , 8
2575 , 600 , 6
2576 , 400 , 11
2577 , 600 , 8
2578 , 600 , 11
2579 , 400 , 12
2580 , 500 , 12
2581 , 500 , 4
2582 , 400 , 15
2583 , 700 , 10
2584 , 300 , 5
2585 , 700 , 8
2586 , 4700 , 11
2587 , 500 , 5
2588 , 500 , 8
2589 , 500 , 13
2590 , 500 , 10
2591 , 500 , 5
2592 , 300 , 7
2593 , 600 , 9
2594 , 400 , 7
2595 , 700 , 11
2596 , 1000 , 13
2597 , 700 , 9
2598 , 800 , 15
2599 , 800 , 5
2600 , 700 , 8
2601 , 500 , 12
2602 , 600 , 7
2603 , 300 , 11
2604 , 400 , 7
2605 , 300 , 10
2606 , 800 , 12
2607 , 700 , 8
2608 , 300 , 2
2609 , 600 , 10
2610 , 500 , 6
2611 , 300 , 11
2612 , 400 , 9
2613 , 700 , 11
2614 , 400 , 10
2615 , 400 , 11
2616 , 400 , 12
2617 , 500 , 10
2618 , 1100 , 14
2619 , 1400 , 14
2620 , 600 , 13
2621 , 400 , 9
2622 , 400 , 9
2623 , 500 , 9
2624 , 2700 , 10
2625 , 600 , 8
2626 , 400 , 10
2627 , 300 , 8
2628 , 800 , 18
2629 , 5700 , 10
2630 , 900 , 11
2631 , 400 , 10
2632 , 700 , 11
2633 , 800 , 16
2634 , 700 , 11
2635 , 800 , 17
2636 , 500 , 9
2637 , 400 , 10
2638 , 500 , 9
2639 , 500 , 10
2640 , 600 , 16
2641 , 500 , 11
2642 , 300 , 6
2643 , 400 , 3
2644 , 400 , 7
2645 , 700 , 12
2646 , 500 , 17
2647 , 600 , 13
2648 , 500 , 8
2649 , 400 , 6
2650 , 800 , 10
2651 , 1000 , 15
2652 , 500 , 6
2653 , 500 , 11
2654 , 400 , 10
2655 , 300 , 9
2656 , 600 , 8
2657 , 500 , 4
2658 , 800 , 15
2659 , 400 , 8
2660 , 500 , 11
2661 , 400 , 13
2662 , 500 , 11
2663 , 300 , 8
2664 , 500 , 14
2665 , 400 , 9
2666 , 400 , 10
2667 , 400 , 14
2668 , 500 , 9
2669 , 400 , 6
2670 , 400 , 12
2671 , 8800 , 12
2672 , 500 , 14
2673 , 1000 , 12
2674 , 800 , 12
2675 , 400 , 11
2676 , 300 , 6
2677 , 400 , 8
2678 , 400 , 6
2679 , 500 , 7
2680 , 400 , 10
2681 , 400 , 8
2682 , 300 , 8
2683 , 400 , 7
2684 , 400 , 11
2685 , 300 , 9
2686 , 400 , 10
2687 , 300 , 5
2688 , 400 , 8
2689 , 400 , 9
2690 , 700 , 17
2691 , 500 , 7
2692 , 400 , 9
2693 , 300 , 8
2694 , 400 , 7
2695 , 600 , 16
2696 , 500 , 11
2697 , 500 , 17
2698 , 400 , 11
2699 , 400 , 6
2700 , 400 , 10
2701 , 600 , 14
2702 , 300 , 3
2703 , 12200 , 16
2704 , 700 , 9
2705 , 1000 , 11
2706 , 700 , 8
2707 , 800 , 8
2708 , 700 , 10
2709 , 400 , 9
2710 , 400 , 12
2711 , 500 , 10
2712 , 300 , 6
2713 , 600 , 7
2714 , 400 , 9
2715 , 500 , 9
2716 , 1000 , 16
2717 , 400 , 10
2718 , 500 , 14
2719 , 500 , 10
2720 , 500 , 10
2721 , 600 , 6
2722 , 500 , 7
2723 , 500 , 9
2724 , 500 , 12
2725 , 700 , 8
2726 , 500 , 13
2727 , 1000 , 16
2728 , 800 , 14
2729 , 1200 , 18
2730 , 700 , 9
2731 , 400 , 10
2732 , 600 , 9
2733 , 600 , 8
2734 , 400 , 6
2735 , 400 , 9
2736 , 400 , 7
2737 , 400 , 8
2738 , 600 , 17
2739 , 400 , 8
2740 , 700 , 13
2741 , 1000 , 14
2742 , 500 , 11
2743 , 700 , 8
2744 , 900 , 15
2745 , 600 , 8
2746 , 400 , 9
2747 , 900 , 17
2748 , 300 , 6
2749 , 800 , 12
2750 , 600 , 4
2751 , 400 , 7
2752 , 300 , 9
2753 , 500 , 7
2754 , 500 , 11
2755 , 800 , 9
2756 , 400 , 6
2757 , 500 , 12
2758 , 600 , 10
2759 , 600 , 9
2760 , 4300 , 10
2761 , 400 , 11
2762 , 400 , 11
2763 , 500 , 12
2764 , 500 , 11
2765 , 600 , 11
2766 , 500 , 13
2767 , 700 , 12
2768 , 400 , 15
2769 , 500 , 8
2770 , 400 , 11
2771 , 500 , 13
2772 , 500 , 10
2773 , 400 , 11
2774 , 400 , 4
2775 , 500 , 13
2776 , 700 , 13
2777 , 500 , 8
2778 , 600 , 7
2779 , 600 , 6
2780 , 1200 , 14
2781 , 500 , 9
2782 , 400 , 5
2783 , 400 , 6
2784 , 500 , 10
2785 , 500 , 11
2786 , 1100 , 13
2787 , 700 , 12
2788 , 500 , 7
2789 , 500 , 11
2790 , 600 , 13
2791 , 400 , 6
2792 , 600 , 13
2793 , 500 , 7
2794 , 500 , 6
2795 , 2700 , 9
2796 , 500 , 11
2797 , 800 , 9
2798 , 500 , 12
2799 , 500 , 6
2800 , 400 , 3
2801 , 800 , 13
2802 , 300 , 4
2803 , 500 , 11
2804 , 600 , 12
2805 , 400 , 7
2806 , 500 , 9
2807 , 7100 , 17
2808 , 500 , 11
2809 , 600 , 12
2810 , 700 , 14
2811 , 400 , 9
2812 , 500 , 13
2813 , 700 , 11
2814 , 1000 , 13
2815 , 700 , 18
2816 , 800 , 15
2817 , 600 , 9
2818 , 600 , 11
2819 , 400 , 6
2820 , 800 , 14
2821 , 400 , 6
2822 , 500 , 8
2823 , 300 , 6
2824 , 500 , 7
2825 , 400 , 8
2826 , 400 , 7
2827 , 400 , 14
2828 , 800 , 13
2829 , 500 , 8
2830 , 600 , 11
2831 , 800 , 9
2832 , 700 , 10
2833 , 500 , 10
2834 , 400 , 10
2835 , 900 , 17
2836 , 400 , 8
2837 , 400 , 13
2838 , 400 , 11
2839 , 800 , 10
2840 , 600 , 9
2841 , 300 , 8
2842 , 400 , 8
2843 , 400 , 14
2844 , 500 , 9
2845 , 600 , 9
2846 , 500 , 12
2847 , 800 , 12
2848 , 600 , 12
2849 , 700 , 13
2850 , 600 , 14
2851 , 600 , 13
2852 , 500 , 11
2853 , 400 , 12
2854 , 400 , 12
2855 , 400 , 12
2856 , 400 , 11
2857 , 400 , 8
2858 , 400 , 9
2859 , 500 , 11
2860 , 700 , 14
2861 , 400 , 7
2862 , 400 , 8
2863 , 400 , 12
2864 , 400 , 10
2865 , 400 , 9
2866 , 500 , 12
2867 , 500 , 10
2868 , 500 , 13
2869 , 700 , 9
2870 , 900 , 10
2871 , 500 , 12
2872 , 400 , 12
2873 , 600 , 9
2874 , 800 , 11
2875 , 600 , 14
2876 , 700 , 16
2877 , 400 , 10
2878 , 400 , 6
2879 , 600 , 12
2880 , 400 , 12
2881 , 400 , 7
2882 , 400 , 12
2883 , 500 , 13
2884 , 400 , 10
2885 , 600 , 10
2886 , 400 , 9
2887 , 300 , 12
2888 , 600 , 6
2889 , 700 , 14
2890 , 600 , 10
2891 , 500 , 8
2892 , 400 , 13
2893 , 600 , 12
2894 , 600 , 10
2895 , 500 , 9
2896 , 7300 , 9
2897 , 800 , 13
2898 , 500 , 12
2899 , 500 , 10
2900 , 400 , 11
2901 , 500 , 12
2902 , 500 , 12
2903 , 300 , 9
2904 , 400 , 15
2905 , 400 , 6
2906 , 400 , 9
2907 , 500 , 11
2908 , 500 , 10
2909 , 500 , 7
2910 , 800 , 9
2911 , 400 , 6
2912 , 900 , 18
2913 , 700 , 12
2914 , 400 , 10
2915 , 400 , 11
2916 , 800 , 12
2917 , 600 , 7
2918 , 400 , 11
2919 , 700 , 15
2920 , 500 , 10
2921 , 400 , 12
2922 , 500 , 11
2923 , 400 , 8
2924 , 500 , 6
2925 , 400 , 11
2926 , 500 , 10
2927 , 900 , 15
2928 , 600 , 11
2929 , 400 , 7
2930 , 400 , 11
2931 , 900 , 14
2932 , 400 , 8
2933 , 400 , 9
2934 , 900 , 19
2935 , 400 , 10
2936 , 400 , 12
2937 , 600 , 13
2938 , 600 , 8
2939 , 500 , 7
2940 , 400 , 7
2941 , 4400 , 11
2942 , 900 , 15
2943 , 800 , 15
2944 , 600 , 10
2945 , 800 , 17
2946 , 500 , 12
2947 , 600 , 10
2948 , 400 , 7
2949 , 700 , 10
2950 , 400 , 7
2951 , 300 , 8
2952 , 400 , 6
2953 , 700 , 11
2954 , 400 , 11
2955 , 700 , 13
2956 , 500 , 11
2957 , 800 , 13
2958 , 600 , 6
2959 , 600 , 11
2960 , 500 , 10
2961 , 500 , 9
2962 , 500 , 6
2963 , 500 , 6
2964 , 500 , 8
2965 , 3100 , 8
2966 , 500 , 14
2967 , 400 , 10
2968 , 700 , 8
2969 , 300 , 4
2970 , 500 , 9
2971 , 500 , 12
2972 , 900 , 13
2973 , 300 , 6
2974 , 500 , 9
2975 , 400 , 10
2976 , 400 , 7
2977 , 300 , 5
2978 , 500 , 15
2979 , 600 , 9
2980 , 400 , 10
2981 , 400 , 8
2982 , 300 , 12
2983 , 4000 , 8
2984 , 500 , 7
2985 , 700 , 12
2986 , 500 , 13
2987 , 500 , 14
2988 , 500 , 16
2989 , 600 , 12
2990 , 700 , 8
2991 , 300 , 7
2992 , 700 , 12
2993 , 1100 , 13
2994 , 400 , 9
2995 , 600 , 11
2996 , 600 , 12
2997 , 400 , 10
2998 , 500 , 8
2999 , 400 , 9
3000 , 500 , 9
3001 , 500 , 8
3002 , 500 , 9
3003 , 500 , 7
3004 , 500 , 6
3005 , 500 , 11
3006 , 500 , 13
3007 , 800 , 13
3008 , 500 , 11
3009 , 500 , 8
3010 , 700 , 12
3011 , 400 , 8
3012 , 400 , 8
3013 , 400 , 9
3014 , 600 , 9
3015 , 400 , 6
3016 , 400 , 10
3017 , 400 , 8
3018 , 400 , 11
3019 , 400 , 6
3020 , 400 , 11
3021 , 500 , 11
3022 , 800 , 10
3023 , 300 , 10
3024 , 400 , 11
3025 , 600 , 13
3026 , 400 , 7
3027 , 4700 , 13
3028 , 500 , 4
3029 , 500 , 11
3030 , 400 , 10
3031 , 500 , 10
3032 , 1000 , 15
3033 , 600 , 16
3034 , 500 , 12
3035 , 400 , 4
3036 , 400 , 13
3037 , 600 , 9
3038 , 400 , 9
3039 , 700 , 14
3040 , 600 , 9
3041 , 500 , 6
3042 , 700 , 8
3043 , 400 , 15
3044 , 900 , 11
3045 , 500 , 14
3046 , 800 , 13
3047 , 500 , 9
3048 , 400 , 11
3049 , 500 , 10
3050 , 400 , 10
3051 , 500 , 11
3052 , 800 , 13
3053 , 900 , 12
3054 , 700 , 10
3055 , 600 , 11
3056 , 600 , 12
3057 , 600 , 9
3058 , 400 , 9
3059 , 400 , 14
3060 , 400 , 12
3061 , 400 , 14
3062 , 400 , 10
3063 , 600 , 9
3064 , 1000 , 18
3065 , 500 , 7
3066 , 800 , 12
3067 , 4500 , 10
3068 , 900 , 13
3069 , 400 , 7
3070 , 500 , 10
3071 , 500 , 11
3072 , 400 , 11
3073 , 400 , 11
3074 , 500 , 11
3075 , 300 , 8
3076 , 400 , 8
3077 , 400 , 7
3078 , 400 , 14
3079 , 700 , 10
3080 , 700 , 6
3081 , 800 , 14
3082 , 300 , 5
3083 , 400 , 8
3084 , 500 , 8
3085 , 400 , 11
3086 , 500 , 10
3087 , 400 , 7
3088 , 600 , 13
3089 , 500 , 13
3090 , 400 , 7
3091 , 500 , 9
3092 , 800 , 13
3093 , 500 , 13
3094 , 500 , 11
3095 , 400 , 10
3096 , 400 , 8
3097 , 600 , 8
3098 , 300 , 6
3099 , 400 , 8
3100 , 600 , 7
3101 , 300 , 5
3102 , 300 , 8
3103 , 400 , 10
3104 , 600 , 8
3105 , 500 , 13
3106 , 600 , 15
3107 , 500 , 12
3108 , 700 , 12
3109 , 600 , 15
3110 , 500 , 10
3111 , 400 , 12
3112 , 500 , 7
3113 , 400 , 8
3114 , 500 , 18
3115 , 400 , 7
3116 , 700 , 10
3117 , 700 , 11
3118 , 500 , 11
3119 , 500 , 14
3120 , 500 , 11
3121 , 41100 , 6
3122 , 1000 , 12
3123 , 1100 , 8
3124 , 400 , 9
3125 , 500 , 9
3126 , 800 , 8
3127 , 500 , 13
3128 , 101400 , 11
3129 , 800 , 5
3130 , 400 , 9
3131 , 500 , 11
3132 , 400 , 6
3133 , 600 , 11
3134 , 400 , 12
3135 , 18000 , 16
3136 , 4200 , 6
3137 , 800 , 11
3138 , 800 , 14
3139 , 300 , 7
3140 , 700 , 16
3141 , 400 , 8
3142 , 500 , 9
3143 , 600 , 8
3144 , 500 , 9
3145 , 400 , 10
3146 , 500 , 12
3147 , 700 , 14
3148 , 300 , 8
3149 , 600 , 15
3150 , 400 , 11
3151 , 700 , 12
3152 , 500 , 8
3153 , 400 , 10
3154 , 500 , 11
3155 , 400 , 3
3156 , 400 , 9
3157 , 400 , 12
3158 , 400 , 8
3159 , 400 , 5
3160 , 500 , 10
3161 , 500 , 12
3162 , 400 , 12
3163 , 500 , 5
3164 , 800 , 13
3165 , 400 , 11
3166 , 500 , 14
3167 , 400 , 11
3168 , 600 , 10
3169 , 1300 , 15
3170 , 300 , 3
3171 , 800 , 17
3172 , 800 , 12
3173 , 800 , 17
3174 , 500 , 5
3175 , 600 , 11
3176 , 800 , 12
3177 , 500 , 5
3178 , 300 , 10
3179 , 400 , 11
3180 , 500 , 12
3181 , 300 , 10
3182 , 800 , 16
3183 , 400 , 5
3184 , 400 , 12
3185 , 500 , 14
3186 , 500 , 7
3187 , 500 , 6
3188 , 600 , 14
3189 , 500 , 9
3190 , 500 , 11
3191 , 800 , 14
3192 , 700 , 12
3193 , 400 , 13
3194 , 400 , 12
3195 , 400 , 9
3196 , 500 , 11
3197 , 700 , 10
3198 , 700 , 14
3199 , 500 , 12
3200 , 400 , 9
3201 , 300 , 11
3202 , 300 , 6
3203 , 700 , 18
3204 , 700 , 15
3205 , 4600 , 17
3206 , 500 , 5
3207 , 900 , 16
3208 , 400 , 14
3209 , 700 , 15
3210 , 500 , 13
3211 , 500 , 4
3212 , 300 , 2
3213 , 900 , 16
3214 , 300 , 4
3215 , 500 , 8
3216 , 500 , 10
3217 , 300 , 8
3218 , 600 , 11
3219 , 600 , 14
3220 , 500 , 15
3221 , 600 , 7
3222 , 300 , 6
3223 , 500 , 10
3224 , 500 , 11
3225 , 500 , 15
3226 , 900 , 15
3227 , 900 , 19
3228 , 400 , 3
3229 , 400 , 9
3230 , 500 , 12
3231 , 300 , 9
3232 , 500 , 12
3233 , 600 , 10
3234 , 500 , 10
3235 , 600 , 16
3236 , 400 , 6
3237 , 600 , 9
3238 , 400 , 5
3239 , 600 , 14
3240 , 500 , 13
3241 , 400 , 12
3242 , 500 , 14
3243 , 800 , 15
3244 , 600 , 8
3245 , 300 , 10
3246 , 300 , 7
3247 , 400 , 10
3248 , 400 , 10
3249 , 400 , 7
3250 , 400 , 10
3251 , 400 , 8
3252 , 400 , 9
3253 , 5200 , 11
3254 , 500 , 12
3255 , 500 , 11
3256 , 400 , 10
3257 , 500 , 11
3258 , 400 , 3
3259 , 300 , 8
3260 , 400 , 6
3261 , 600 , 9
3262 , 400 , 12
3263 , 500 , 12
3264 , 700 , 14
3265 , 800 , 9
3266 , 400 , 12
3267 , 500 , 10
3268 , 400 , 13
3269 , 500 , 8
3270 , 300 , 7
3271 , 400 , 7
3272 , 400 , 7
3273 , 500 , 15
3274 , 600 , 13
3275 , 400 , 11
3276 , 700 , 10
3277 , 400 , 10
3278 , 500 , 10
3279 , 400 , 9
3280 , 300 , 4
3281 , 300 , 5
3282 , 300 , 8
3283 , 300 , 7
3284 , 400 , 11
3285 , 700 , 15
3286 , 800 , 11
3287 , 700 , 12
3288 , 500 , 8
3289 , 300 , 4
3290 , 600 , 14
3291 , 500 , 8
3292 , 300 , 7
3293 , 700 , 12
3294 , 400 , 10
3295 , 400 , 8
3296 , 700 , 10
3297 , 400 , 8
3298 , 700 , 14
3299 , 600 , 15
3300 , 4500 , 15
3301 , 500 , 10
3302 , 700 , 12
3303 , 400 , 9
3304 , 600 , 14
3305 , 400 , 14
3306 , 800 , 10
3307 , 2400 , 9
3308 , 600 , 12
3309 , 500 , 10
3310 , 400 , 11
3311 , 400 , 10
3312 , 700 , 17
3313 , 400 , 6
3314 , 600 , 15
3315 , 300 , 8
3316 , 500 , 13
3317 , 400 , 9
3318 , 300 , 12
3319 , 300 , 13
3320 , 400 , 11
3321 , 500 , 12
3322 , 400 , 9
3323 , 700 , 16
3324 , 400 , 15
3325 , 400 , 9
3326 , 400 , 11
3327 , 400 , 16
3328 , 500 , 10
3329 , 700 , 8
3330 , 1100 , 18
3331 , 600 , 8
3332 , 300 , 7
3333 , 400 , 8
3334 , 400 , 6
3335 , 400 , 9
3336 , 400 , 11
3337 , 300 , 6
3338 , 400 , 14
3339 , 500 , 8
3340 , 400 , 6
3341 , 400 , 8
3342 , 500 , 11
3343 , 400 , 10
3344 , 500 , 9
3345 , 900 , 16
3346 , 400 , 9
3347 , 900 , 16
3348 , 400 , 11
3349 , 4200 , 15
3350 , 500 , 7
3351 , 400 , 8
3352 , 800 , 18
3353 , 800 , 14
3354 , 300 , 9
3355 , 400 , 6
3356 , 300 , 6
3357 , 900 , 9
3358 , 400 , 7
3359 , 600 , 14
3360 , 400 , 14
3361 , 500 , 18
3362 , 500 , 15
3363 , 500 , 11
3364 , 500 , 9
3365 , 400 , 10
3366 , 400 , 14
3367 , 500 , 10
3368 , 300 , 8
3369 , 700 , 11
3370 , 400 , 9
3371 , 300 , 7
3372 , 500 , 16
3373 , 400 , 15
3374 , 500 , 9
3375 , 300 , 5
3376 , 700 , 15
3377 , 400 , 12
3378 , 500 , 11
3379 , 500 , 9
3380 , 300 , 8
3381 , 400 , 9
3382 , 400 , 15
3383 , 500 , 13
3384 , 600 , 10
3385 , 400 , 8
3386 , 400 , 10
3387 , 400 , 9
3388 , 400 , 7
3389 , 500 , 4
3390 , 400 , 12
3391 , 500 , 7
3392 , 400 , 12
3393 , 500 , 9
3394 , 500 , 9
3395 , 500 , 11
3396 , 400 , 8
3397 , 500 , 12
3398 , 500 , 14
3399 , 500 , 15
3400 , 200 , 10
3401 , 400 , 9
3402 , 600 , 9
3403 , 400 , 7
3404 , 500 , 7
3405 , 400 , 8
3406 , 400 , 7
3407 , 700 , 13
3408 , 400 , 11
3409 , 3600 , 12
3410 , 400 , 9
3411 , 500 , 12
3412 , 300 , 4
3413 , 500 , 11
3414 , 500 , 5
3415 , 400 , 9
3416 , 700 , 11
3417 , 400 , 8
3418 , 500 , 15
3419 , 600 , 12
3420 , 500 , 11
3421 , 400 , 6
3422 , 500 , 11
3423 , 300 , 5
3424 , 500 , 14
3425 , 500 , 15
3426 , 400 , 11
3427 , 700 , 10
3428 , 300 , 8
3429 , 500 , 8
3430 , 400 , 9
3431 , 400 , 14
3432 , 700 , 11
3433 , 700 , 13
3434 , 500 , 12
3435 , 500 , 8
3436 , 700 , 12
3437 , 400 , 11
3438 , 500 , 13
3439 , 800 , 16
3440 , 500 , 10
3441 , 400 , 10
3442 , 400 , 13
3443 , 400 , 13
3444 , 500 , 10
3445 , 400 , 12
3446 , 500 , 10
3447 , 300 , 10
3448 , 500 , 12
3449 , 400 , 11
3450 , 700 , 16
3451 , 400 , 10
3452 , 800 , 15
3453 , 500 , 13
3454 , 400 , 11
3455 , 400 , 11
3456 , 400 , 11
3457 , 500 , 10
3458 , 800 , 11
3459 , 500 , 10
3460 , 500 , 9
3461 , 600 , 5
3462 , 400 , 9
3463 , 600 , 12
3464 , 700 , 15
3465 , 600 , 13
3466 , 400 , 5
3467 , 500 , 10
3468 , 800 , 12
3469 , 500 , 11
3470 , 400 , 13
3471 , 400 , 8
3472 , 700 , 18
3473 , 600 , 11
3474 , 500 , 9
3475 , 400 , 6
3476 , 800 , 8
3477 , 2400 , 8
3478 , 500 , 12
3479 , 700 , 7
3480 , 400 , 7
3481 , 300 , 13
3482 , 300 , 8
3483 , 400 , 13
3484 , 400 , 14
3485 , 600 , 8
3486 , 400 , 8
3487 , 400 , 10
3488 , 500 , 16
3489 , 900 , 14
3490 , 500 , 9
3491 , 500 , 11
3492 , 600 , 10
3493 , 400 , 6
3494 , 400 , 10
3495 , 400 , 7
3496 , 5600 , 13
3497 , 300 , 11
3498 , 400 , 12
3499 , 500 , 6
3500 , 700 , 15
3501 , 400 , 9
3502 , 600 , 11
3503 , 700 , 15
3504 , 500 , 17
3505 , 300 , 7
3506 , 500 , 9
3507 , 500 , 10
3508 , 400 , 17
3509 , 500 , 6
3510 , 500 , 12
3511 , 500 , 11
3512 , 800 , 14
3513 , 400 , 9
3514 , 400 , 8
3515 , 400 , 10
3516 , 700 , 11
3517 , 400 , 14
3518 , 2800 , 9
3519 , 500 , 12
3520 , 400 , 7
3521 , 400 , 18
3522 , 300 , 8
3523 , 600 , 8
3524 , 300 , 7
3525 , 300 , 12
3526 , 400 , 11
3527 , 400 , 13
3528 , 400 , 9
3529 , 400 , 10
3530 , 300 , 9
3531 , 600 , 6
3532 , 400 , 10
3533 , 500 , 8
3534 , 600 , 13
3535 , 400 , 12
3536 , 500 , 13
3537 , 600 , 9
3538 , 500 , 6
3539 , 400 , 9
3540 , 500 , 17
3541 , 500 , 7
3542 , 400 , 19
3543 , 400 , 9
3544 , 4900 , 14
3545 , 400 , 10
3546 , 400 , 12
3547 , 400 , 8
3548 , 600 , 9
3549 , 400 , 8
3550 , 400 , 7
3551 , 400 , 10
3552 , 600 , 12
3553 , 700 , 7
3554 , 800 , 13
3555 , 600 , 13
3556 , 400 , 10
3557 , 500 , 13
3558 , 500 , 13
3559 , 400 , 9
3560 , 400 , 8
3561 , 400 , 9
3562 , 500 , 13
3563 , 400 , 16
3564 , 300 , 12
3565 , 700 , 12
3566 , 400 , 7
3567 , 400 , 8
3568 , 500 , 9
3569 , 600 , 15
3570 , 800 , 19
3571 , 500 , 8
3572 , 500 , 11
3573 , 700 , 10
3574 , 400 , 11
3575 , 700 , 14
3576 , 400 , 12
3577 , 500 , 8
3578 , 700 , 13
3579 , 400 , 8
3580 , 400 , 10
3581 , 600 , 13
3582 , 400 , 10
3583 , 700 , 8
3584 , 1500 , 12
3585 , 700 , 7
3586 , 400 , 12
3587 , 600 , 8
3588 , 400 , 1
3589 , 900 , 9
3590 , 400 , 9
3591 , 400 , 12
3592 , 500 , 9
3593 , 400 , 3
3594 , 600 , 13
3595 , 900 , 11
3596 , 400 , 13
3597 , 800 , 10
3598 , 400 , 13
3599 , 400 , 15
3600 , 900 , 11
3601 , 800 , 12
3602 , 500 , 14
3603 , 500 , 14
3604 , 500 , 11
3605 , 400 , 11
3606 , 500 , 12
3607 , 400 , 8
3608 , 500 , 11
3609 , 1300 , 21
3610 , 900 , 14
3611 , 500 , 13
3612 , 400 , 7
3613 , 900 , 11
3614 , 600 , 16
3615 , 800 , 17
3616 , 500 , 12
3617 , 400 , 9
3618 , 800 , 12
3619 , 400 , 14
3620 , 500 , 7
3621 , 600 , 11
3622 , 700 , 13
3623 , 800 , 13
3624 , 600 , 9
3625 , 300 , 12
3626 , 5400 , 15
3627 , 800 , 14
3628 , 400 , 12
3629 , 800 , 9
3630 , 300 , 9
3631 , 400 , 3
3632 , 700 , 18
3633 , 600 , 9
3634 , 500 , 11
3635 , 400 , 11
3636 , 300 , 7
3637 , 500 , 14
3638 , 800 , 13
3639 , 500 , 15
3640 , 700 , 10
3641 , 700 , 13
3642 , 300 , 5
3643 , 1000 , 18
3644 , 400 , 8
3645 , 400 , 6
3646 , 600 , 15
3647 , 300 , 4
3648 , 3000 , 11
3649 , 400 , 10
3650 , 400 , 11
3651 , 400 , 8
3652 , 400 , 10
3653 , 300 , 10
3654 , 1000 , 14
3655 , 400 , 10
3656 , 500 , 9
3657 , 500 , 18
3658 , 500 , 10
3659 , 600 , 9
3660 , 600 , 8
3661 , 400 , 9
3662 , 700 , 11
3663 , 400 , 14
3664 , 700 , 14
3665 , 600 , 11
3666 , 600 , 9
3667 , 1600 , 17
3668 , 5300 , 18
3669 , 900 , 19
3670 , 500 , 9
3671 , 400 , 9
3672 , 500 , 7
3673 , 700 , 16
3674 , 500 , 15
3675 , 500 , 8
3676 , 800 , 13
3677 , 600 , 15
3678 , 500 , 6
3679 , 400 , 9
3680 , 500 , 12
3681 , 700 , 10
3682 , 400 , 10
3683 , 500 , 8
3684 , 500 , 8
3685 , 700 , 9
3686 , 600 , 13
3687 , 500 , 10
3688 , 400 , 10
3689 , 400 , 12
3690 , 500 , 9
3691 , 300 , 5
3692 , 400 , 6
3693 , 800 , 19
3694 , 400 , 10
3695 , 600 , 14
3696 , 400 , 14
3697 , 600 , 8
3698 , 500 , 11
3699 , 500 , 8
3700 , 400 , 7
3701 , 300 , 9
3702 , 400 , 8
3703 , 600 , 9
3704 , 600 , 7
3705 , 400 , 12
3706 , 300 , 6
3707 , 500 , 7
3708 , 600 , 16
3709 , 4700 , 10
3710 , 300 , 3
3711 , 600 , 11
3712 , 400 , 12
3713 , 500 , 8
3714 , 600 , 13
3715 , 600 , 9
3716 , 600 , 13
3717 , 900 , 14
3718 , 400 , 8
3719 , 500 , 8
3720 , 300 , 6
3721 , 600 , 14
3722 , 400 , 9
3723 , 400 , 12
3724 , 400 , 11
3725 , 800 , 13
3726 , 400 , 14
3727 , 600 , 9
3728 , 400 , 13
3729 , 500 , 15
3730 , 400 , 11
3731 , 700 , 12
3732 , 700 , 15
3733 , 500 , 10
3734 , 800 , 11
3735 , 800 , 12
3736 , 900 , 18
3737 , 400 , 11
3738 , 400 , 12
3739 , 600 , 8
3740 , 600 , 15
3741 , 800 , 12
3742 , 500 , 12
3743 , 300 , 4
3744 , 300 , 4
3745 , 300 , 11
3746 , 700 , 14
3747 , 400 , 9
3748 , 700 , 14
3749 , 9300 , 12
3750 , 600 , 8
3751 , 1300 , 21
3752 , 500 , 6
3753 , 800 , 12
3754 , 500 , 12
3755 , 600 , 11
3756 , 500 , 8
3757 , 400 , 14
3758 , 700 , 11
3759 , 400 , 11
3760 , 400 , 9
3761 , 300 , 10
3762 , 400 , 6
3763 , 500 , 9
3764 , 800 , 14
3765 , 300 , 9
3766 , 400 , 11
3767 , 500 , 10
3768 , 400 , 8
3769 , 500 , 12
3770 , 400 , 8
3771 , 300 , 9
3772 , 800 , 14
3773 , 600 , 11
3774 , 400 , 8
3775 , 500 , 13
3776 , 400 , 16
3777 , 400 , 11
3778 , 400 , 8
3779 , 400 , 9
3780 , 600 , 10
3781 , 1000 , 17
3782 , 500 , 9
3783 , 400 , 9
3784 , 500 , 6
3785 , 600 , 10
3786 , 600 , 14
3787 , 500 , 10
3788 , 500 , 16
3789 , 300 , 9
3790 , 500 , 13
3791 , 500 , 14
3792 , 400 , 4
3793 , 400 , 5
3794 , 300 , 11
3795 , 500 , 8
3796 , 400 , 5
3797 , 600 , 14
3798 , 500 , 8
3799 , 4800 , 17
3800 , 400 , 13
