Номер операции,Время(нс),Количество операций
8821 , 600 , 10
8822 , 600 , 9
8823 , 800 , 12
8824 , 700 , 11
8825 , 600 , 11
8826 , 600 , 10
8827 , 700 , 10
8828 , 600 , 18
8829 , 400 , 11
8830 , 800 , 10
8831 , 700 , 12
8832 , 600 , 7
8833 , 500 , 14
8834 , 600 , 9
8835 , 500 , 7
8836 , 600 , 9
8837 , 600 , 13
8838 , 500 , 4
8839 , 600 , 13
8840 , 700 , 12
8841 , 600 , 10
8842 , 600 , 19
8843 , 800 , 7
8844 , 500 , 11
8845 , 600 , 8
8846 , 400 , 5
8847 , 500 , 9
8848 , 400 , 11
8849 , 500 , 9
8850 , 500 , 9
8851 , 600 , 12
8852 , 400 , 11
8853 , 500 , 12
8854 , 600 , 9
8855 , 1400 , 20
8856 , 600 , 11
8857 , 600 , 10
8858 , 500 , 7
8859 , 500 , 13
8860 , 800 , 12
8861 , 700 , 11
8862 , 500 , 7
8863 , 600 , 17
8864 , 3600 , 8
8865 , 500 , 9
8866 , 500 , 11
8867 , 400 , 5
8868 , 400 , 17
8869 , 500 , 15
8870 , 600 , 7
8871 , 700 , 15
8872 , 1000 , 10
8873 , 500 , 8
8874 , 600 , 13
8875 , 600 , 10
8876 , 1000 , 17
8877 , 500 , 11
8878 , 800 , 13
8879 , 600 , 7
8880 , 600 , 11
8881 , 1000 , 15
8882 , 500 , 8
8883 , 600 , 14
8884 , 800 , 12
8885 , 500 , 10
8886 , 500 , 11
8887 , 600 , 8
8888 , 1000 , 13
8889 , 400 , 9
8890 , 600 , 9
8891 , 700 , 10
8892 , 900 , 14
8893 , 500 , 12
8894 , 700 , 11
8895 , 3200 , 13
8896 , 700 , 10
8897 , 600 , 13
8898 , 600 , 13
8899 , 900 , 12
8900 , 400 , 10
8901 , 500 , 8
8902 , 400 , 12
8903 , 600 , 21
8904 , 3400 , 9
8905 , 1400 , 13
8906 , 400 , 2
8907 , 32700 , 20
8908 , 1200 , 12
8909 , 600 , 8
8910 , 700 , 11
8911 , 600 , 10
8912 , 500 , 7
8913 , 800 , 9
8914 , 500 , 9
8915 , 600 , 15
8916 , 1000 , 19
8917 , 700 , 10
8918 , 600 , 8
8919 , 500 , 8
8920 , 800 , 16
8921 , 600 , 9
8922 , 500 , 11
8923 , 500 , 5
8924 , 500 , 17
8925 , 1000 , 18
8926 , 600 , 15
8927 , 500 , 10
8928 , 500 , 10
8929 , 800 , 9
8930 , 500 , 11
8931 , 500 , 11
8932 , 700 , 13
8933 , 500 , 10
8934 , 400 , 14
8935 , 700 , 13
8936 , 700 , 12
8937 , 400 , 7
8938 , 500 , 10
8939 , 900 , 10
8940 , 600 , 9
8941 , 1000 , 13
8942 , 700 , 12
8943 , 400 , 10
8944 , 500 , 8
8945 , 700 , 17
8946 , 800 , 17
8947 , 700 , 12
8948 , 600 , 7
8949 , 700 , 10
8950 , 500 , 9
8951 , 800 , 9
8952 , 5000 , 13
8953 , 700 , 8
8954 , 500 , 9
8955 , 300 , 6
8956 , 700 , 10
8957 , 600 , 12
8958 , 800 , 10
8959 , 400 , 5
8960 , 500 , 9
8961 , 700 , 12
8962 , 800 , 13
8963 , 800 , 19
8964 , 800 , 8
8965 , 500 , 16
8966 , 600 , 17
8967 , 600 , 15
8968 , 400 , 11
8969 , 700 , 14
8970 , 600 , 15
8971 , 500 , 12
8972 , 400 , 7
8973 , 700 , 11
8974 , 500 , 14
8975 , 400 , 10
8976 , 400 , 5
8977 , 700 , 10
8978 , 1000 , 15
8979 , 400 , 8
8980 , 500 , 13
8981 , 500 , 7
8982 , 600 , 10
8983 , 600 , 10
8984 , 700 , 9
8985 , 600 , 9
8986 , 800 , 10
8987 , 600 , 13
8988 , 700 , 11
8989 , 500 , 8
8990 , 600 , 9
8991 , 500 , 11
8992 , 900 , 18
8993 , 800 , 7
8994 , 700 , 11
8995 , 500 , 13
8996 , 700 , 10
8997 , 700 , 5
8998 , 700 , 8
8999 , 700 , 10
9000 , 500 , 7
9001 , 800 , 7
9002 , 600 , 12
9003 , 800 , 11
9004 , 400 , 9
9005 , 500 , 8
9006 , 500 , 11
9007 , 700 , 15
9008 , 500 , 13
9009 , 500 , 11
9010 , 600 , 8
9011 , 700 , 10
9012 , 900 , 12
9013 , 900 , 19
9014 , 700 , 11
9015 , 600 , 16
9016 , 500 , 10
9017 , 700 , 11
9018 , 1000 , 19
9019 , 500 , 10
9020 , 600 , 8
9021 , 500 , 13
9022 , 500 , 7
9023 , 700 , 12
9024 , 600 , 8
9025 , 800 , 9
9026 , 500 , 6
9027 , 500 , 6
9028 , 700 , 15
9029 , 500 , 9
9030 , 400 , 8
9031 , 800 , 11
9032 , 500 , 12
9033 , 900 , 20
9034 , 500 , 11
9035 , 800 , 16
9036 , 400 , 7
9037 , 800 , 16
9038 , 700 , 9
9039 , 400 , 10
9040 , 700 , 8
9041 , 3000 , 17
9042 , 600 , 11
9043 , 700 , 8
9044 , 800 , 11
9045 , 600 , 9
9046 , 700 , 12
9047 , 400 , 8
9048 , 600 , 14
9049 , 400 , 8
9050 , 500 , 10
9051 , 700 , 13
9052 , 500 , 7
9053 , 600 , 10
9054 , 600 , 14
9055 , 700 , 13
9056 , 600 , 12
9057 , 600 , 9
9058 , 600 , 5
9059 , 700 , 6
9060 , 500 , 10
9061 , 400 , 12
9062 , 900 , 16
9063 , 500 , 10
9064 , 400 , 9
9065 , 500 , 9
9066 , 500 , 16
9067 , 500 , 10
9068 , 600 , 8
9069 , 500 , 7
9070 , 600 , 9
9071 , 600 , 8
9072 , 400 , 12
9073 , 500 , 9
9074 , 600 , 11
9075 , 600 , 10
9076 , 800 , 11
9077 , 400 , 13
9078 , 500 , 6
9079 , 500 , 13
9080 , 600 , 9
9081 , 700 , 10
9082 , 700 , 9
9083 , 800 , 17
9084 , 500 , 13
9085 , 500 , 8
9086 , 800 , 13
9087 , 600 , 10
9088 , 600 , 10
9089 , 400 , 5
9090 , 600 , 9
9091 , 3500 , 10
9092 , 600 , 12
9093 , 500 , 10
9094 , 1000 , 18
9095 , 600 , 10
9096 , 500 , 7
9097 , 600 , 15
9098 , 600 , 11
9099 , 900 , 16
9100 , 500 , 16
9101 , 400 , 12
9102 , 600 , 11
9103 , 700 , 12
9104 , 400 , 12
9105 , 400 , 10
9106 , 900 , 13
9107 , 900 , 12
9108 , 400 , 11
9109 , 900 , 16
9110 , 300 , 5
9111 , 600 , 15
9112 , 600 , 9
9113 , 700 , 11
9114 , 600 , 10
9115 , 600 , 9
9116 , 600 , 13
9117 , 600 , 9
9118 , 600 , 9
9119 , 500 , 11
9120 , 500 , 6
9121 , 700 , 17
9122 , 500 , 9
9123 , 500 , 8
9124 , 600 , 9
9125 , 500 , 11
9126 , 400 , 12
9127 , 500 , 1
9128 , 600 , 12
9129 , 400 , 8
9130 , 500 , 7
9131 , 700 , 10
9132 , 400 , 9
9133 , 1200 , 17
9134 , 3500 , 12
9135 , 400 , 8
9136 , 600 , 10
9137 , 500 , 8
9138 , 500 , 10
9139 , 600 , 15
9140 , 500 , 7
9141 , 1000 , 13
9142 , 600 , 9
9143 , 500 , 13
9144 , 800 , 14
9145 , 500 , 8
9146 , 1100 , 14
9147 , 300 , 7
9148 , 400 , 13
9149 , 500 , 13
9150 , 400 , 17
9151 , 500 , 12
9152 , 500 , 10
9153 , 900 , 15
9154 , 1100 , 17
9155 , 500 , 15
9156 , 600 , 14
9157 , 600 , 6
9158 , 600 , 15
9159 , 600 , 8
9160 , 800 , 12
9161 , 500 , 8
9162 , 400 , 13
9163 , 500 , 11
9164 , 900 , 14
9165 , 700 , 12
9166 , 700 , 10
9167 , 300 , 5
9168 , 1000 , 16
9169 , 600 , 10
9170 , 500 , 5
9171 , 400 , 12
9172 , 400 , 10
9173 , 500 , 11
9174 , 600 , 11
9175 , 700 , 13
9176 , 500 , 7
9177 , 600 , 12
9178 , 600 , 10
9179 , 500 , 11
9180 , 500 , 10
9181 , 600 , 16
9182 , 4800 , 12
9183 , 600 , 10
9184 , 700 , 17
9185 , 1200 , 16
9186 , 500 , 10
9187 , 2700 , 5
9188 , 500 , 12
9189 , 700 , 9
9190 , 800 , 8
9191 , 500 , 11
9192 , 500 , 8
9193 , 600 , 10
9194 , 600 , 12
9195 , 900 , 12
9196 , 1000 , 13
9197 , 600 , 13
9198 , 300 , 5
9199 , 500 , 13
9200 , 800 , 13
9201 , 900 , 12
9202 , 400 , 9
9203 , 500 , 10
9204 , 600 , 8
9205 , 600 , 12
9206 , 500 , 10
9207 , 900 , 10
9208 , 700 , 10
9209 , 600 , 7
9210 , 700 , 10
9211 , 800 , 13
9212 , 500 , 8
9213 , 500 , 9
9214 , 500 , 11
9215 , 500 , 6
9216 , 600 , 12
9217 , 500 , 7
9218 , 1000 , 15
9219 , 500 , 6
9220 , 600 , 10
9221 , 600 , 12
9222 , 700 , 13
9223 , 500 , 7
9224 , 600 , 14
9225 , 500 , 9
9226 , 500 , 13
9227 , 3600 , 12
9228 , 600 , 10
9229 , 700 , 14
9230 , 400 , 15
9231 , 700 , 17
9232 , 500 , 9
9233 , 900 , 9
9234 , 500 , 8
9235 , 500 , 7
9236 , 400 , 6
9237 , 500 , 10
9238 , 600 , 14
9239 , 800 , 9
9240 , 600 , 15
9241 , 1000 , 17
9242 , 400 , 6
9243 , 500 , 13
9244 , 600 , 14
9245 , 500 , 9
9246 , 500 , 8
9247 , 800 , 12
9248 , 600 , 11
9249 , 500 , 8
9250 , 400 , 8
9251 , 500 , 11
9252 , 600 , 8
9253 , 500 , 9
9254 , 600 , 14
9255 , 800 , 17
9256 , 500 , 8
9257 , 500 , 11
9258 , 500 , 13
9259 , 700 , 9
9260 , 700 , 16
9261 , 600 , 10
9262 , 800 , 15
9263 , 500 , 10
9264 , 600 , 17
9265 , 500 , 10
9266 , 500 , 8
9267 , 600 , 10
9268 , 600 , 13
9269 , 900 , 14
9270 , 600 , 16
9271 , 800 , 9
9272 , 600 , 14
9273 , 700 , 11
9274 , 500 , 10
9275 , 1000 , 14
9276 , 700 , 18
9277 , 600 , 12
9278 , 500 , 14
9279 , 800 , 12
9280 , 500 , 8
9281 , 1000 , 13
9282 , 700 , 13
9283 , 400 , 10
9284 , 600 , 15
9285 , 500 , 10
9286 , 500 , 11
9287 , 500 , 12
9288 , 600 , 10
9289 , 500 , 13
9290 , 600 , 7
9291 , 800 , 14
9292 , 500 , 10
9293 , 400 , 9
9294 , 400 , 11
9295 , 500 , 11
9296 , 500 , 10
9297 , 600 , 11
9298 , 1000 , 12
9299 , 400 , 9
9300 , 700 , 10
9301 , 500 , 11
9302 , 400 , 9
9303 , 600 , 9
9304 , 600 , 10
9305 , 400 , 9
9306 , 400 , 11
9307 , 800 , 11
9308 , 500 , 10
9309 , 400 , 6
9310 , 1000 , 17
9311 , 500 , 7
9312 , 600 , 12
9313 , 500 , 9
9314 , 900 , 14
9315 , 600 , 7
9316 , 800 , 13
9317 , 1000 , 15
9318 , 600 , 17
9319 , 500 , 8
9320 , 800 , 16
9321 , 500 , 9
9322 , 600 , 11
9323 , 400 , 6
9324 , 400 , 8
9325 , 800 , 10
9326 , 600 , 8
9327 , 500 , 16
9328 , 400 , 8
9329 , 900 , 11
9330 , 600 , 13
9331 , 600 , 7
9332 , 800 , 14
9333 , 2900 , 11
9334 , 700 , 9
9335 , 400 , 7
9336 , 700 , 11
9337 , 600 , 12
9338 , 500 , 10
9339 , 1000 , 16
9340 , 800 , 10
9341 , 400 , 9
9342 , 900 , 14
9343 , 600 , 18
9344 , 600 , 8
9345 , 400 , 8
9346 , 600 , 13
9347 , 600 , 10
9348 , 600 , 13
9349 , 800 , 8
9350 , 600 , 10
9351 , 500 , 12
9352 , 500 , 10
9353 , 1000 , 15
9354 , 800 , 16
9355 , 500 , 11
9356 , 500 , 10
9357 , 500 , 7
9358 , 500 , 8
9359 , 500 , 11
9360 , 500 , 5
9361 , 900 , 8
9362 , 700 , 14
9363 , 800 , 12
9364 , 600 , 17
9365 , 400 , 7
9366 , 600 , 13
9367 , 800 , 11
9368 , 500 , 6
9369 , 400 , 7
9370 , 1000 , 17
9371 , 1700 , 7
9372 , 1000 , 12
9373 , 800 , 9
9374 , 2000 , 7
9375 , 1100 , 9
9376 , 1300 , 14
9377 , 600 , 7
9378 , 1500 , 12
9379 , 600 , 7
9380 , 700 , 17
9381 , 500 , 4
9382 , 700 , 5
9383 , 7600 , 9
9384 , 700 , 11
9385 , 800 , 6
9386 , 600 , 14
9387 , 900 , 8
9388 , 800 , 10
9389 , 800 , 14
9390 , 1200 , 20
9391 , 800 , 6
9392 , 6600 , 8
9393 , 1500 , 10
9394 , 700 , 8
9395 , 700 , 11
9396 , 800 , 15
9397 , 600 , 14
9398 , 600 , 7
9399 , 700 , 10
9400 , 700 , 12
9401 , 900 , 13
9402 , 500 , 6
9403 , 1000 , 16
9404 , 600 , 8
9405 , 600 , 11
9406 , 900 , 12
9407 , 900 , 10
9408 , 600 , 9
9409 , 500 , 9
9410 , 700 , 10
9411 , 800 , 8
9412 , 600 , 11
9413 , 600 , 16
9414 , 1200 , 17
9415 , 800 , 11
9416 , 700 , 9
9417 , 1300 , 17
9418 , 500 , 13
9419 , 700 , 9
9420 , 600 , 10
9421 , 700 , 14
9422 , 700 , 14
9423 , 700 , 8
9424 , 700 , 12
9425 , 700 , 13
9426 , 500 , 9
9427 , 1200 , 13
9428 , 1000 , 13
9429 , 500 , 10
9430 , 700 , 10
9431 , 800 , 7
9432 , 500 , 4
9433 , 700 , 19
9434 , 700 , 13
9435 , 600 , 11
9436 , 700 , 14
9437 , 1000 , 11
9438 , 600 , 18
9439 , 800 , 11
9440 , 600 , 11
9441 , 1000 , 12
9442 , 1000 , 11
9443 , 900 , 11
9444 , 700 , 10
9445 , 700 , 9
9446 , 600 , 9
9447 , 700 , 9
9448 , 700 , 9
9449 , 700 , 15
9450 , 900 , 13
9451 , 700 , 7
9452 , 700 , 15
9453 , 500 , 9
9454 , 600 , 7
9455 , 700 , 18
9456 , 600 , 16
9457 , 800 , 6
9458 , 600 , 10
9459 , 800 , 8
9460 , 500 , 13
9461 , 600 , 8
9462 , 700 , 9
9463 , 1100 , 15
9464 , 700 , 11
9465 , 1000 , 13
9466 , 700 , 13
9467 , 600 , 12
9468 , 600 , 13
9469 , 900 , 13
9470 , 500 , 6
9471 , 700 , 14
9472 , 700 , 9
9473 , 500 , 7
9474 , 900 , 13
9475 , 600 , 8
9476 , 500 , 12
9477 , 700 , 14
9478 , 900 , 13
9479 , 800 , 12
9480 , 1900 , 7
9481 , 600 , 13
9482 , 600 , 11
9483 , 700 , 13
9484 , 600 , 11
9485 , 1200 , 20
9486 , 900 , 15
9487 , 500 , 10
9488 , 800 , 12
9489 , 700 , 13
9490 , 600 , 12
9491 , 1000 , 14
9492 , 600 , 7
9493 , 700 , 13
9494 , 500 , 12
9495 , 600 , 11
9496 , 700 , 12
9497 , 600 , 10
9498 , 600 , 13
9499 , 1100 , 16
9500 , 700 , 14
9501 , 900 , 11
9502 , 600 , 9
9503 , 500 , 7
9504 , 900 , 14
9505 , 700 , 12
9506 , 800 , 13
9507 , 500 , 13
9508 , 1100 , 11
9509 , 700 , 10
9510 , 600 , 14
9511 , 600 , 7
9512 , 800 , 7
9513 , 1000 , 14
9514 , 500 , 10
9515 , 1200 , 15
9516 , 600 , 11
9517 , 700 , 7
9518 , 600 , 16
9519 , 900 , 14
9520 , 1100 , 12
9521 , 12800 , 12
9522 , 900 , 17
9523 , 700 , 13
9524 , 900 , 15
9525 , 800 , 8
9526 , 1500 , 12
9527 , 800 , 9
9528 , 1000 , 15
9529 , 800 , 16
9530 , 600 , 10
9531 , 800 , 10
9532 , 5100 , 10
9533 , 500 , 8
9534 , 1200 , 15
9535 , 800 , 15
9536 , 600 , 10
9537 , 600 , 9
9538 , 600 , 5
9539 , 600 , 7
9540 , 1200 , 16
9541 , 500 , 7
9542 , 1200 , 12
9543 , 800 , 10
9544 , 600 , 8
9545 , 600 , 8
9546 , 800 , 12
9547 , 700 , 12
9548 , 500 , 5
9549 , 600 , 12
9550 , 700 , 11
9551 , 700 , 13
9552 , 1100 , 12
9553 , 600 , 13
9554 , 600 , 15
9555 , 500 , 8
9556 , 800 , 9
9557 , 700 , 8
9558 , 800 , 13
9559 , 600 , 14
9560 , 600 , 8
9561 , 600 , 10
9562 , 700 , 8
9563 , 500 , 14
9564 , 700 , 10
9565 , 600 , 17
9566 , 700 , 10
9567 , 700 , 8
9568 , 400 , 5
9569 , 600 , 14
9570 , 700 , 12
9571 , 400 , 5
9572 , 1100 , 10
9573 , 600 , 14
9574 , 500 , 6
9575 , 600 , 15
9576 , 500 , 10
9577 , 1200 , 12
9578 , 1000 , 16
9579 , 900 , 16
9580 , 500 , 7
9581 , 700 , 10
9582 , 800 , 13
9583 , 4100 , 13
9584 , 700 , 7
9585 , 600 , 10
9586 , 700 , 15
9587 , 1300 , 14
9588 , 700 , 10
9589 , 700 , 14
9590 , 800 , 13
9591 , 600 , 9
9592 , 800 , 9
9593 , 800 , 19
9594 , 700 , 19
9595 , 700 , 14
9596 , 500 , 13
9597 , 500 , 11
9598 , 700 , 12
9599 , 800 , 11
9600 , 400 , 13
9601 , 600 , 13
9602 , 700 , 15
9603 , 1100 , 15
9604 , 500 , 10
9605 , 500 , 13
9606 , 600 , 12
9607 , 500 , 10
9608 , 600 , 14
9609 , 600 , 6
9610 , 600 , 16
9611 , 700 , 12
9612 , 600 , 5
9613 , 15100 , 14
9614 , 1000 , 12
9615 , 600 , 11
9616 , 600 , 10
9617 , 600 , 8
9618 , 600 , 4
9619 , 800 , 8
9620 , 600 , 22
9621 , 700 , 10
9622 , 1300 , 16
9623 , 900 , 9
9624 , 600 , 8
9625 , 900 , 14
9626 , 4600 , 15
9627 , 800 , 15
9628 , 4500 , 10
9629 , 700 , 11
9630 , 500 , 8
9631 , 700 , 16
9632 , 1500 , 15
9633 , 3700 , 13
9634 , 600 , 14
9635 , 600 , 10
9636 , 600 , 10
9637 , 900 , 14
9638 , 700 , 11
9639 , 700 , 6
9640 , 700 , 9
9641 , 500 , 18
9642 , 700 , 11
9643 , 400 , 6
9644 , 600 , 12
9645 , 1000 , 13
9646 , 700 , 12
9647 , 700 , 7
9648 , 600 , 9
9649 , 800 , 17
9650 , 900 , 12
9651 , 900 , 9
9652 , 700 , 7
9653 , 900 , 21
9654 , 600 , 5
9655 , 700 , 11
9656 , 600 , 12
9657 , 600 , 10
9658 , 500 , 9
9659 , 500 , 12
9660 , 500 , 7
9661 , 500 , 5
9662 , 900 , 12
9663 , 500 , 8
9664 , 1000 , 19
9665 , 1200 , 17
9666 , 700 , 5
9667 , 400 , 9
9668 , 900 , 18
9669 , 4600 , 10
9670 , 900 , 14
9671 , 500 , 17
9672 , 700 , 15
9673 , 600 , 11
9674 , 500 , 12
9675 , 1000 , 18
9676 , 1300 , 13
9677 , 600 , 9
9678 , 1200 , 15
9679 , 700 , 11
9680 , 700 , 18
9681 , 700 , 10
9682 , 4200 , 15
9683 , 1000 , 15
9684 , 400 , 11
9685 , 600 , 11
9686 , 700 , 14
9687 , 500 , 11
9688 , 500 , 9
9689 , 500 , 13
9690 , 500 , 6
9691 , 500 , 14
9692 , 500 , 11
9693 , 1000 , 17
9694 , 700 , 12
9695 , 500 , 12
9696 , 400 , 14
9697 , 700 , 11
9698 , 600 , 12
9699 , 500 , 13
9700 , 500 , 11
9701 , 1100 , 11
9702 , 600 , 8
9703 , 500 , 12
9704 , 500 , 10
9705 , 700 , 13
9706 , 500 , 20
9707 , 700 , 10
9708 , 600 , 11
9709 , 600 , 12
9710 , 500 , 4
9711 , 500 , 12
9712 , 500 , 7
9713 , 700 , 17
9714 , 600 , 11
9715 , 800 , 10
9716 , 600 , 9
9717 , 800 , 12
9718 , 1200 , 13
9719 , 500 , 8
9720 , 700 , 16
9721 , 600 , 10
9722 , 1000 , 17
9723 , 500 , 12
9724 , 500 , 8
9725 , 600 , 11
9726 , 600 , 6
9727 , 600 , 11
9728 , 1600 , 11
9729 , 600 , 7
9730 , 400 , 9
9731 , 700 , 13
9732 , 1100 , 17
9733 , 500 , 11
9734 , 400 , 14
9735 , 1000 , 19
9736 , 600 , 12
9737 , 1000 , 18
9738 , 400 , 6
9739 , 500 , 12
9740 , 800 , 19
9741 , 700 , 18
9742 , 700 , 12
9743 , 600 , 9
9744 , 700 , 12
9745 , 800 , 15
9746 , 1000 , 22
9747 , 800 , 14
9748 , 1000 , 15
9749 , 400 , 9
9750 , 600 , 13
9751 , 400 , 15
9752 , 500 , 11
9753 , 800 , 15
9754 , 500 , 17
9755 , 600 , 8
9756 , 600 , 9
9757 , 800 , 7
9758 , 500 , 9
9759 , 1500 , 18
9760 , 500 , 12
9761 , 600 , 11
9762 , 600 , 11
9763 , 800 , 14
9764 , 400 , 9
9765 , 700 , 10
9766 , 500 , 9
9767 , 600 , 9
9768 , 700 , 8
9769 , 500 , 11
9770 , 800 , 12
9771 , 600 , 9
9772 , 3400 , 11
9773 , 600 , 11
9774 , 700 , 13
9775 , 800 , 13
9776 , 500 , 18
9777 , 500 , 5
9778 , 500 , 9
9779 , 600 , 14
9780 , 600 , 12
9781 , 700 , 8
9782 , 300 , 10
9783 , 500 , 13
9784 , 500 , 8
9785 , 800 , 9
9786 , 500 , 13
9787 , 600 , 13
9788 , 600 , 13
9789 , 300 , 11
9790 , 1200 , 13
9791 , 800 , 14
9792 , 500 , 10
9793 , 600 , 13
9794 , 500 , 11
9795 , 500 , 11
9796 , 900 , 13
9797 , 700 , 11
9798 , 600 , 17
9799 , 500 , 13
9800 , 4300 , 12
9801 , 700 , 19
9802 , 600 , 10
9803 , 600 , 8
9804 , 800 , 10
9805 , 600 , 9
9806 , 500 , 7
9807 , 800 , 11
9808 , 1000 , 17
9809 , 600 , 6
9810 , 800 , 13
9811 , 800 , 8
9812 , 1200 , 18
9813 , 600 , 9
9814 , 1000 , 15
9815 , 300 , 4
9816 , 500 , 6
9817 , 500 , 8
9818 , 500 , 3
9819 , 1000 , 12
9820 , 700 , 15
9821 , 1000 , 17
9822 , 500 , 12
9823 , 400 , 12
9824 , 500 , 14
9825 , 600 , 12
9826 , 1100 , 15
9827 , 600 , 12
9828 , 500 , 13
9829 , 600 , 11
9830 , 600 , 9
9831 , 600 , 10
9832 , 400 , 8
9833 , 400 , 9
9834 , 400 , 6
9835 , 600 , 14
9836 , 900 , 11
9837 , 900 , 10
9838 , 500 , 12
9839 , 600 , 12
9840 , 900 , 15
9841 , 500 , 9
9842 , 500 , 9
9843 , 800 , 18
9844 , 500 , 15
9845 , 400 , 10
9846 , 4400 , 8
9847 , 500 , 9
9848 , 600 , 6
9849 , 500 , 10
9850 , 800 , 13
9851 , 700 , 12
9852 , 600 , 11
9853 , 600 , 10
9854 , 700 , 11
9855 , 700 , 11
9856 , 500 , 12
9857 , 600 , 9
9858 , 500 , 7
9859 , 400 , 10
9860 , 500 , 10
9861 , 500 , 10
9862 , 700 , 14
9863 , 600 , 10
9864 , 500 , 9
9865 , 600 , 10
9866 , 500 , 16
9867 , 800 , 14
9868 , 600 , 10
9869 , 600 , 10
9870 , 500 , 8
9871 , 400 , 8
9872 , 600 , 13
9873 , 600 , 13
9874 , 900 , 12
9875 , 500 , 8
9876 , 500 , 13
9877 , 400 , 6
9878 , 500 , 10
9879 , 500 , 10
9880 , 500 , 15
9881 , 600 , 16
9882 , 600 , 9
9883 , 600 , 6
9884 , 500 , 14
9885 , 400 , 13
9886 , 500 , 10
9887 , 500 , 10
9888 , 500 , 15
9889 , 500 , 13
9890 , 600 , 11
9891 , 700 , 13
9892 , 500 , 10
9893 , 500 , 6
9894 , 500 , 11
9895 , 1000 , 12
9896 , 600 , 15
9897 , 700 , 8
9898 , 500 , 14
9899 , 700 , 15
9900 , 600 , 13
9901 , 1300 , 14
9902 , 400 , 9
9903 , 600 , 8
9904 , 5100 , 14
9905 , 600 , 12
9906 , 600 , 10
9907 , 600 , 16
9908 , 500 , 10
9909 , 900 , 15
9910 , 800 , 15
9911 , 1000 , 13
9912 , 500 , 8
9913 , 700 , 16
9914 , 1200 , 14
9915 , 1100 , 21
9916 , 500 , 9
9917 , 600 , 13
9918 , 500 , 5
9919 , 3500 , 13
9920 , 600 , 8
9921 , 500 , 8
9922 , 1100 , 23
9923 , 700 , 13
9924 , 800 , 9
9925 , 800 , 10
9926 , 600 , 11
9927 , 500 , 7
9928 , 600 , 8
9929 , 600 , 10
9930 , 600 , 12
9931 , 600 , 15
9932 , 400 , 13
9933 , 700 , 17
9934 , 600 , 8
9935 , 400 , 12
9936 , 500 , 9
9937 , 600 , 7
9938 , 700 , 17
9939 , 400 , 14
9940 , 400 , 11
9941 , 400 , 11
9942 , 900 , 9
9943 , 500 , 14
9944 , 500 , 9
9945 , 400 , 7
9946 , 4400 , 10
9947 , 500 , 8
9948 , 800 , 7
9949 , 700 , 8
9950 , 600 , 15
9951 , 400 , 15
9952 , 800 , 11
9953 , 700 , 12
9954 , 700 , 14
9955 , 900 , 12
9956 , 600 , 10
9957 , 900 , 14
9958 , 500 , 9
9959 , 500 , 9
9960 , 500 , 11
9961 , 700 , 11
9962 , 600 , 14
9963 , 1000 , 13
9964 , 500 , 11
9965 , 1000 , 13
9966 , 600 , 15
9967 , 700 , 8
9968 , 600 , 14
9969 , 500 , 15
9970 , 500 , 10
9971 , 600 , 9
9972 , 500 , 9
9973 , 400 , 7
9974 , 900 , 17
9975 , 700 , 12
9976 , 600 , 9
9977 , 800 , 15
9978 , 600 , 16
9979 , 1000 , 14
9980 , 500 , 7
9981 , 600 , 10
9982 , 1100 , 16
9983 , 700 , 14
9984 , 600 , 5
9985 , 900 , 14
9986 , 400 , 6
9987 , 4700 , 14
9988 , 600 , 2
9989 , 500 , 18
9990 , 500 , 12
9991 , 600 , 10
9992 , 800 , 8
9993 , 700 , 9
9994 , 1300 , 15
9995 , 500 , 14
9996 , 600 , 8
9997 , 500 , 7
9998 , 500 , 5
9999 , 800 , 15
10000 , 900 , 14
